shape,background_color,shape_color,size,rotation,path
heptagon,blue,"(255, 127, 0)",150,120,"images/heptagons/heptagon_bg-blue_color-(255, 127, 0)_size-150_angle-120.png"
heptagon,white,"(255, 0, 127)",150,200,"images/heptagons/heptagon_bg-white_color-(255, 0, 127)_size-150_angle-200.png"
octagon,black,"(0, 127, 127)",140,80,"images/octagons/octagon_bg-black_color-(0, 127, 127)_size-140_angle-80.png"
heptagon,red,"(127, 127, 255)",200,150,"images/heptagons/heptagon_bg-red_color-(127, 127, 255)_size-200_angle-150.png"
triangle,blue,"(127, 255, 0)",100,30,"images/triangles/triangle_bg-blue_color-(127, 255, 0)_size-100_angle-30.png"
heptagon,black,"(127, 127, 0)",160,120,"images/heptagons/heptagon_bg-black_color-(127, 127, 0)_size-160_angle-120.png"
heptagon,red,"(0, 127, 127)",150,120,"images/heptagons/heptagon_bg-red_color-(0, 127, 127)_size-150_angle-120.png"
pentagon,red,"(255, 0, 127)",120,20,"images/pentagons/pentagon_bg-red_color-(255, 0, 127)_size-120_angle-20.png"
heptagon,blue,"(0, 127, 255)",160,150,"images/heptagons/heptagon_bg-blue_color-(0, 127, 255)_size-160_angle-150.png"
octagon,red,"(127, 255, 0)",160,20,"images/octagons/octagon_bg-red_color-(127, 255, 0)_size-160_angle-20.png"
octagon,white,"(127, 0, 127)",110,30,"images/octagons/octagon_bg-white_color-(127, 0, 127)_size-110_angle-30.png"
pentagon,blue,"(0, 127, 0)",150,300,"images/pentagons/pentagon_bg-blue_color-(0, 127, 0)_size-150_angle-300.png"
heptagon,white,"(0, 0, 255)",160,30,"images/heptagons/heptagon_bg-white_color-(0, 0, 255)_size-160_angle-30.png"
heptagon,white,"(127, 255, 0)",110,200,"images/heptagons/heptagon_bg-white_color-(127, 255, 0)_size-110_angle-200.png"
triangle,red,"(255, 0, 255)",130,50,"images/triangles/triangle_bg-red_color-(255, 0, 255)_size-130_angle-50.png"
heptagon,black,"(0, 127, 127)",110,300,"images/heptagons/heptagon_bg-black_color-(0, 127, 127)_size-110_angle-300.png"
heptagon,white,"(255, 127, 0)",175,310,"images/heptagons/heptagon_bg-white_color-(255, 127, 0)_size-175_angle-310.png"
pentagon,white,"(127, 127, 0)",175,40,"images/pentagons/pentagon_bg-white_color-(127, 127, 0)_size-175_angle-40.png"
hexagon,red,"(255, 0, 255)",200,40,"images/hexagons/hexagon_bg-red_color-(255, 0, 255)_size-200_angle-40.png"
heptagon,black,"(255, 127, 0)",175,140,"images/heptagons/heptagon_bg-black_color-(255, 127, 0)_size-175_angle-140.png"
heptagon,blue,"(127, 0, 127)",140,80,"images/heptagons/heptagon_bg-blue_color-(127, 0, 127)_size-140_angle-80.png"
pentagon,black,"(127, 255, 127)",160,260,"images/pentagons/pentagon_bg-black_color-(127, 255, 127)_size-160_angle-260.png"
octagon,black,"(0, 255, 127)",110,80,"images/octagons/octagon_bg-black_color-(0, 255, 127)_size-110_angle-80.png"
octagon,blue,"(127, 127, 0)",150,40,"images/octagons/octagon_bg-blue_color-(127, 127, 0)_size-150_angle-40.png"
heptagon,red,"(127, 0, 255)",120,70,"images/heptagons/heptagon_bg-red_color-(127, 0, 255)_size-120_angle-70.png"
triangle,red,"(255, 0, 255)",130,60,"images/triangles/triangle_bg-red_color-(255, 0, 255)_size-130_angle-60.png"
square,black,"(0, 127, 0)",100,70,"images/squares/square_bg-black_color-(0, 127, 0)_size-100_angle-70.png"
hexagon,white,"(127, 0, 127)",160,10,"images/hexagons/hexagon_bg-white_color-(127, 0, 127)_size-160_angle-10.png"
heptagon,blue,"(127, 255, 0)",130,230,"images/heptagons/heptagon_bg-blue_color-(127, 255, 0)_size-130_angle-230.png"
heptagon,white,"(127, 127, 255)",120,30,"images/heptagons/heptagon_bg-white_color-(127, 127, 255)_size-120_angle-30.png"
pentagon,white,"(0, 255, 255)",200,170,"images/pentagons/pentagon_bg-white_color-(0, 255, 255)_size-200_angle-170.png"
triangle,red,"(0, 127, 0)",130,90,"images/triangles/triangle_bg-red_color-(0, 127, 0)_size-130_angle-90.png"
heptagon,white,"(127, 127, 255)",120,240,"images/heptagons/heptagon_bg-white_color-(127, 127, 255)_size-120_angle-240.png"
pentagon,blue,"(255, 0, 127)",160,80,"images/pentagons/pentagon_bg-blue_color-(255, 0, 127)_size-160_angle-80.png"
pentagon,red,"(127, 127, 255)",160,330,"images/pentagons/pentagon_bg-red_color-(127, 127, 255)_size-160_angle-330.png"
heptagon,black,"(255, 127, 0)",140,50,"images/heptagons/heptagon_bg-black_color-(255, 127, 0)_size-140_angle-50.png"
hexagon,black,"(0, 255, 0)",200,20,"images/hexagons/hexagon_bg-black_color-(0, 255, 0)_size-200_angle-20.png"
heptagon,black,"(127, 0, 127)",150,340,"images/heptagons/heptagon_bg-black_color-(127, 0, 127)_size-150_angle-340.png"
heptagon,red,"(255, 0, 255)",150,50,"images/heptagons/heptagon_bg-red_color-(255, 0, 255)_size-150_angle-50.png"
pentagon,white,"(127, 0, 255)",110,80,"images/pentagons/pentagon_bg-white_color-(127, 0, 255)_size-110_angle-80.png"
heptagon,black,"(127, 0, 127)",130,30,"images/heptagons/heptagon_bg-black_color-(127, 0, 127)_size-130_angle-30.png"
pentagon,blue,"(0, 127, 255)",100,0,"images/pentagons/pentagon_bg-blue_color-(0, 127, 255)_size-100_angle-0.png"
pentagon,black,"(0, 255, 255)",110,240,"images/pentagons/pentagon_bg-black_color-(0, 255, 255)_size-110_angle-240.png"
heptagon,red,"(127, 0, 255)",175,220,"images/heptagons/heptagon_bg-red_color-(127, 0, 255)_size-175_angle-220.png"
square,blue,"(255, 0, 0)",200,50,"images/squares/square_bg-blue_color-(255, 0, 0)_size-200_angle-50.png"
heptagon,black,"(255, 0, 127)",175,20,"images/heptagons/heptagon_bg-black_color-(255, 0, 127)_size-175_angle-20.png"
heptagon,black,"(255, 0, 255)",130,40,"images/heptagons/heptagon_bg-black_color-(255, 0, 255)_size-130_angle-40.png"
octagon,red,"(255, 0, 127)",100,70,"images/octagons/octagon_bg-red_color-(255, 0, 127)_size-100_angle-70.png"
heptagon,blue,"(0, 255, 127)",120,210,"images/heptagons/heptagon_bg-blue_color-(0, 255, 127)_size-120_angle-210.png"
pentagon,blue,"(127, 0, 127)",200,130,"images/pentagons/pentagon_bg-blue_color-(127, 0, 127)_size-200_angle-130.png"
heptagon,black,"(255, 0, 255)",150,250,"images/heptagons/heptagon_bg-black_color-(255, 0, 255)_size-150_angle-250.png"
hexagon,blue,"(127, 255, 127)",120,20,"images/hexagons/hexagon_bg-blue_color-(127, 255, 127)_size-120_angle-20.png"
pentagon,red,"(0, 255, 0)",150,230,"images/pentagons/pentagon_bg-red_color-(0, 255, 0)_size-150_angle-230.png"
square,white,"(0, 0, 255)",130,10,"images/squares/square_bg-white_color-(0, 0, 255)_size-130_angle-10.png"
triangle,blue,"(127, 0, 127)",140,100,"images/triangles/triangle_bg-blue_color-(127, 0, 127)_size-140_angle-100.png"
pentagon,blue,"(0, 127, 255)",130,310,"images/pentagons/pentagon_bg-blue_color-(0, 127, 255)_size-130_angle-310.png"
pentagon,white,"(255, 127, 0)",200,110,"images/pentagons/pentagon_bg-white_color-(255, 127, 0)_size-200_angle-110.png"
heptagon,red,"(255, 0, 255)",100,120,"images/heptagons/heptagon_bg-red_color-(255, 0, 255)_size-100_angle-120.png"
pentagon,white,"(0, 255, 127)",110,100,"images/pentagons/pentagon_bg-white_color-(0, 255, 127)_size-110_angle-100.png"
pentagon,blue,"(255, 127, 0)",110,240,"images/pentagons/pentagon_bg-blue_color-(255, 127, 0)_size-110_angle-240.png"
heptagon,black,"(255, 127, 0)",200,350,"images/heptagons/heptagon_bg-black_color-(255, 127, 0)_size-200_angle-350.png"
octagon,black,"(255, 0, 127)",140,20,"images/octagons/octagon_bg-black_color-(255, 0, 127)_size-140_angle-20.png"
heptagon,red,"(127, 127, 0)",200,120,"images/heptagons/heptagon_bg-red_color-(127, 127, 0)_size-200_angle-120.png"
pentagon,red,"(0, 127, 255)",160,290,"images/pentagons/pentagon_bg-red_color-(0, 127, 255)_size-160_angle-290.png"
triangle,blue,"(0, 127, 127)",150,90,"images/triangles/triangle_bg-blue_color-(0, 127, 127)_size-150_angle-90.png"
heptagon,black,"(255, 255, 0)",120,250,"images/heptagons/heptagon_bg-black_color-(255, 255, 0)_size-120_angle-250.png"
heptagon,red,"(127, 0, 127)",130,170,"images/heptagons/heptagon_bg-red_color-(127, 0, 127)_size-130_angle-170.png"
triangle,black,"(0, 255, 127)",120,40,"images/triangles/triangle_bg-black_color-(0, 255, 127)_size-120_angle-40.png"
heptagon,red,"(255, 0, 127)",100,90,"images/heptagons/heptagon_bg-red_color-(255, 0, 127)_size-100_angle-90.png"
pentagon,white,"(127, 0, 255)",160,230,"images/pentagons/pentagon_bg-white_color-(127, 0, 255)_size-160_angle-230.png"
square,white,"(255, 0, 127)",110,0,"images/squares/square_bg-white_color-(255, 0, 127)_size-110_angle-0.png"
heptagon,white,"(127, 0, 127)",110,130,"images/heptagons/heptagon_bg-white_color-(127, 0, 127)_size-110_angle-130.png"
heptagon,white,"(127, 255, 127)",200,350,"images/heptagons/heptagon_bg-white_color-(127, 255, 127)_size-200_angle-350.png"
pentagon,white,"(0, 255, 255)",150,80,"images/pentagons/pentagon_bg-white_color-(0, 255, 255)_size-150_angle-80.png"
pentagon,red,"(127, 255, 0)",100,70,"images/pentagons/pentagon_bg-red_color-(127, 255, 0)_size-100_angle-70.png"
triangle,blue,"(255, 0, 127)",200,0,"images/triangles/triangle_bg-blue_color-(255, 0, 127)_size-200_angle-0.png"
pentagon,red,"(127, 0, 255)",160,120,"images/pentagons/pentagon_bg-red_color-(127, 0, 255)_size-160_angle-120.png"
pentagon,black,"(0, 127, 127)",150,0,"images/pentagons/pentagon_bg-black_color-(0, 127, 127)_size-150_angle-0.png"
heptagon,red,"(0, 127, 0)",120,340,"images/heptagons/heptagon_bg-red_color-(0, 127, 0)_size-120_angle-340.png"
pentagon,white,"(127, 0, 255)",100,30,"images/pentagons/pentagon_bg-white_color-(127, 0, 255)_size-100_angle-30.png"
heptagon,white,"(127, 0, 255)",150,300,"images/heptagons/heptagon_bg-white_color-(127, 0, 255)_size-150_angle-300.png"
heptagon,blue,"(0, 255, 255)",150,340,"images/heptagons/heptagon_bg-blue_color-(0, 255, 255)_size-150_angle-340.png"
heptagon,white,"(127, 255, 0)",200,110,"images/heptagons/heptagon_bg-white_color-(127, 255, 0)_size-200_angle-110.png"
heptagon,blue,"(127, 127, 255)",130,330,"images/heptagons/heptagon_bg-blue_color-(127, 127, 255)_size-130_angle-330.png"
pentagon,black,"(127, 127, 255)",160,310,"images/pentagons/pentagon_bg-black_color-(127, 127, 255)_size-160_angle-310.png"
pentagon,white,"(255, 0, 255)",175,140,"images/pentagons/pentagon_bg-white_color-(255, 0, 255)_size-175_angle-140.png"
heptagon,red,"(127, 255, 127)",110,40,"images/heptagons/heptagon_bg-red_color-(127, 255, 127)_size-110_angle-40.png"
pentagon,blue,"(127, 255, 127)",150,100,"images/pentagons/pentagon_bg-blue_color-(127, 255, 127)_size-150_angle-100.png"
pentagon,blue,"(0, 255, 0)",175,130,"images/pentagons/pentagon_bg-blue_color-(0, 255, 0)_size-175_angle-130.png"
pentagon,blue,"(255, 0, 255)",120,310,"images/pentagons/pentagon_bg-blue_color-(255, 0, 255)_size-120_angle-310.png"
hexagon,white,"(255, 255, 0)",150,10,"images/hexagons/hexagon_bg-white_color-(255, 255, 0)_size-150_angle-10.png"
pentagon,black,"(0, 127, 127)",140,130,"images/pentagons/pentagon_bg-black_color-(0, 127, 127)_size-140_angle-130.png"
pentagon,blue,"(255, 0, 0)",140,170,"images/pentagons/pentagon_bg-blue_color-(255, 0, 0)_size-140_angle-170.png"
heptagon,blue,"(127, 255, 0)",150,120,"images/heptagons/heptagon_bg-blue_color-(127, 255, 0)_size-150_angle-120.png"
heptagon,blue,"(255, 0, 0)",150,210,"images/heptagons/heptagon_bg-blue_color-(255, 0, 0)_size-150_angle-210.png"
triangle,black,"(0, 0, 255)",175,100,"images/triangles/triangle_bg-black_color-(0, 0, 255)_size-175_angle-100.png"
heptagon,white,"(127, 255, 0)",160,110,"images/heptagons/heptagon_bg-white_color-(127, 255, 0)_size-160_angle-110.png"
pentagon,white,"(255, 0, 255)",130,210,"images/pentagons/pentagon_bg-white_color-(255, 0, 255)_size-130_angle-210.png"
octagon,blue,"(0, 255, 0)",200,80,"images/octagons/octagon_bg-blue_color-(0, 255, 0)_size-200_angle-80.png"
pentagon,white,"(0, 255, 255)",130,10,"images/pentagons/pentagon_bg-white_color-(0, 255, 255)_size-130_angle-10.png"
triangle,blue,"(127, 0, 255)",140,80,"images/triangles/triangle_bg-blue_color-(127, 0, 255)_size-140_angle-80.png"
pentagon,red,"(0, 0, 255)",200,20,"images/pentagons/pentagon_bg-red_color-(0, 0, 255)_size-200_angle-20.png"
heptagon,red,"(255, 255, 0)",130,90,"images/heptagons/heptagon_bg-red_color-(255, 255, 0)_size-130_angle-90.png"
pentagon,blue,"(127, 255, 0)",130,20,"images/pentagons/pentagon_bg-blue_color-(127, 255, 0)_size-130_angle-20.png"
pentagon,black,"(0, 255, 127)",130,220,"images/pentagons/pentagon_bg-black_color-(0, 255, 127)_size-130_angle-220.png"
heptagon,black,"(255, 0, 255)",140,330,"images/heptagons/heptagon_bg-black_color-(255, 0, 255)_size-140_angle-330.png"
pentagon,blue,"(255, 0, 127)",175,120,"images/pentagons/pentagon_bg-blue_color-(255, 0, 127)_size-175_angle-120.png"
hexagon,red,"(127, 0, 127)",130,0,"images/hexagons/hexagon_bg-red_color-(127, 0, 127)_size-130_angle-0.png"
pentagon,blue,"(127, 127, 255)",200,310,"images/pentagons/pentagon_bg-blue_color-(127, 127, 255)_size-200_angle-310.png"
triangle,white,"(127, 255, 0)",100,90,"images/triangles/triangle_bg-white_color-(127, 255, 0)_size-100_angle-90.png"
pentagon,black,"(0, 255, 0)",120,80,"images/pentagons/pentagon_bg-black_color-(0, 255, 0)_size-120_angle-80.png"
heptagon,black,"(0, 127, 127)",160,270,"images/heptagons/heptagon_bg-black_color-(0, 127, 127)_size-160_angle-270.png"
pentagon,black,"(0, 255, 255)",140,20,"images/pentagons/pentagon_bg-black_color-(0, 255, 255)_size-140_angle-20.png"
pentagon,blue,"(0, 255, 127)",200,320,"images/pentagons/pentagon_bg-blue_color-(0, 255, 127)_size-200_angle-320.png"
pentagon,red,"(127, 0, 255)",100,60,"images/pentagons/pentagon_bg-red_color-(127, 0, 255)_size-100_angle-60.png"
pentagon,blue,"(127, 127, 0)",140,100,"images/pentagons/pentagon_bg-blue_color-(127, 127, 0)_size-140_angle-100.png"
heptagon,red,"(127, 0, 127)",100,330,"images/heptagons/heptagon_bg-red_color-(127, 0, 127)_size-100_angle-330.png"
pentagon,white,"(0, 0, 255)",110,50,"images/pentagons/pentagon_bg-white_color-(0, 0, 255)_size-110_angle-50.png"
pentagon,white,"(255, 127, 0)",160,150,"images/pentagons/pentagon_bg-white_color-(255, 127, 0)_size-160_angle-150.png"
triangle,blue,"(255, 0, 127)",175,110,"images/triangles/triangle_bg-blue_color-(255, 0, 127)_size-175_angle-110.png"
heptagon,red,"(0, 0, 255)",130,270,"images/heptagons/heptagon_bg-red_color-(0, 0, 255)_size-130_angle-270.png"
pentagon,black,"(0, 127, 127)",120,270,"images/pentagons/pentagon_bg-black_color-(0, 127, 127)_size-120_angle-270.png"
octagon,black,"(0, 255, 127)",200,10,"images/octagons/octagon_bg-black_color-(0, 255, 127)_size-200_angle-10.png"
pentagon,black,"(255, 255, 0)",130,190,"images/pentagons/pentagon_bg-black_color-(255, 255, 0)_size-130_angle-190.png"
heptagon,white,"(0, 0, 255)",140,110,"images/heptagons/heptagon_bg-white_color-(0, 0, 255)_size-140_angle-110.png"
heptagon,blue,"(255, 0, 127)",150,300,"images/heptagons/heptagon_bg-blue_color-(255, 0, 127)_size-150_angle-300.png"
octagon,black,"(0, 255, 255)",200,50,"images/octagons/octagon_bg-black_color-(0, 255, 255)_size-200_angle-50.png"
pentagon,black,"(127, 0, 127)",200,20,"images/pentagons/pentagon_bg-black_color-(127, 0, 127)_size-200_angle-20.png"
pentagon,white,"(0, 255, 127)",110,110,"images/pentagons/pentagon_bg-white_color-(0, 255, 127)_size-110_angle-110.png"
heptagon,red,"(127, 255, 0)",160,0,"images/heptagons/heptagon_bg-red_color-(127, 255, 0)_size-160_angle-0.png"
square,black,"(127, 0, 255)",160,50,"images/squares/square_bg-black_color-(127, 0, 255)_size-160_angle-50.png"
heptagon,blue,"(127, 255, 127)",175,320,"images/heptagons/heptagon_bg-blue_color-(127, 255, 127)_size-175_angle-320.png"
heptagon,blue,"(0, 255, 0)",120,310,"images/heptagons/heptagon_bg-blue_color-(0, 255, 0)_size-120_angle-310.png"
square,blue,"(255, 0, 0)",100,30,"images/squares/square_bg-blue_color-(255, 0, 0)_size-100_angle-30.png"
heptagon,white,"(0, 255, 127)",140,260,"images/heptagons/heptagon_bg-white_color-(0, 255, 127)_size-140_angle-260.png"
pentagon,red,"(127, 255, 127)",110,260,"images/pentagons/pentagon_bg-red_color-(127, 255, 127)_size-110_angle-260.png"
pentagon,black,"(0, 255, 255)",175,200,"images/pentagons/pentagon_bg-black_color-(0, 255, 255)_size-175_angle-200.png"
pentagon,red,"(0, 255, 127)",160,180,"images/pentagons/pentagon_bg-red_color-(0, 255, 127)_size-160_angle-180.png"
heptagon,red,"(127, 0, 255)",110,120,"images/heptagons/heptagon_bg-red_color-(127, 0, 255)_size-110_angle-120.png"
octagon,red,"(127, 255, 127)",100,70,"images/octagons/octagon_bg-red_color-(127, 255, 127)_size-100_angle-70.png"
heptagon,red,"(0, 255, 0)",130,320,"images/heptagons/heptagon_bg-red_color-(0, 255, 0)_size-130_angle-320.png"
hexagon,blue,"(127, 255, 0)",175,20,"images/hexagons/hexagon_bg-blue_color-(127, 255, 0)_size-175_angle-20.png"
heptagon,white,"(127, 0, 127)",200,50,"images/heptagons/heptagon_bg-white_color-(127, 0, 127)_size-200_angle-50.png"
pentagon,red,"(127, 0, 255)",160,90,"images/pentagons/pentagon_bg-red_color-(127, 0, 255)_size-160_angle-90.png"
heptagon,red,"(255, 0, 255)",150,330,"images/heptagons/heptagon_bg-red_color-(255, 0, 255)_size-150_angle-330.png"
triangle,black,"(255, 255, 0)",100,80,"images/triangles/triangle_bg-black_color-(255, 255, 0)_size-100_angle-80.png"
octagon,black,"(0, 127, 255)",160,10,"images/octagons/octagon_bg-black_color-(0, 127, 255)_size-160_angle-10.png"
octagon,red,"(127, 0, 255)",150,80,"images/octagons/octagon_bg-red_color-(127, 0, 255)_size-150_angle-80.png"
pentagon,red,"(0, 127, 255)",140,100,"images/pentagons/pentagon_bg-red_color-(0, 127, 255)_size-140_angle-100.png"
pentagon,black,"(127, 0, 127)",175,10,"images/pentagons/pentagon_bg-black_color-(127, 0, 127)_size-175_angle-10.png"
heptagon,blue,"(0, 255, 127)",120,40,"images/heptagons/heptagon_bg-blue_color-(0, 255, 127)_size-120_angle-40.png"
heptagon,white,"(0, 255, 0)",200,10,"images/heptagons/heptagon_bg-white_color-(0, 255, 0)_size-200_angle-10.png"
heptagon,blue,"(127, 127, 0)",150,200,"images/heptagons/heptagon_bg-blue_color-(127, 127, 0)_size-150_angle-200.png"
heptagon,red,"(0, 0, 255)",140,330,"images/heptagons/heptagon_bg-red_color-(0, 0, 255)_size-140_angle-330.png"
pentagon,blue,"(255, 127, 0)",120,250,"images/pentagons/pentagon_bg-blue_color-(255, 127, 0)_size-120_angle-250.png"
pentagon,black,"(0, 255, 127)",150,120,"images/pentagons/pentagon_bg-black_color-(0, 255, 127)_size-150_angle-120.png"
pentagon,blue,"(255, 0, 0)",160,120,"images/pentagons/pentagon_bg-blue_color-(255, 0, 0)_size-160_angle-120.png"
heptagon,white,"(0, 255, 255)",160,80,"images/heptagons/heptagon_bg-white_color-(0, 255, 255)_size-160_angle-80.png"
hexagon,white,"(0, 255, 0)",200,20,"images/hexagons/hexagon_bg-white_color-(0, 255, 0)_size-200_angle-20.png"
heptagon,white,"(127, 127, 255)",120,200,"images/heptagons/heptagon_bg-white_color-(127, 127, 255)_size-120_angle-200.png"
square,black,"(255, 255, 0)",100,10,"images/squares/square_bg-black_color-(255, 255, 0)_size-100_angle-10.png"
pentagon,black,"(127, 255, 0)",160,340,"images/pentagons/pentagon_bg-black_color-(127, 255, 0)_size-160_angle-340.png"
pentagon,white,"(0, 0, 255)",160,210,"images/pentagons/pentagon_bg-white_color-(0, 0, 255)_size-160_angle-210.png"
heptagon,black,"(255, 255, 0)",130,110,"images/heptagons/heptagon_bg-black_color-(255, 255, 0)_size-130_angle-110.png"
pentagon,red,"(0, 127, 0)",110,280,"images/pentagons/pentagon_bg-red_color-(0, 127, 0)_size-110_angle-280.png"
heptagon,white,"(255, 0, 0)",200,330,"images/heptagons/heptagon_bg-white_color-(255, 0, 0)_size-200_angle-330.png"
heptagon,red,"(127, 0, 255)",160,290,"images/heptagons/heptagon_bg-red_color-(127, 0, 255)_size-160_angle-290.png"
octagon,red,"(0, 0, 255)",175,10,"images/octagons/octagon_bg-red_color-(0, 0, 255)_size-175_angle-10.png"
pentagon,blue,"(0, 127, 0)",110,20,"images/pentagons/pentagon_bg-blue_color-(0, 127, 0)_size-110_angle-20.png"
pentagon,black,"(127, 127, 255)",160,180,"images/pentagons/pentagon_bg-black_color-(127, 127, 255)_size-160_angle-180.png"
